MeaningId	Top5
крыло.1	полушарие, бедро, плечо, колено, крылышко
крыса.1	кошка, мышь, собака, обезьяна, свинья
куб.1	шар, цилиндр, прямоугольник, параллелепипед, цилиндрик
кулак.1	кулачок, кулаки, меч, топор, кулачки
культура.1	цивилизация, литература, поэзия, философия, традиция
купец.1	бизнесмен, торговец, коммерсант, дворянин, крестьянин
куртка.1	курточка, безрукавка, жилетка, рубашка, рубаха
куст.1	кусты, кусте, заросли, кустах, зарослях
куст.2	сироп, сок, кисель, отвар, джем
куст.3	кустик, кустарник, дуб, цветок, бутон
кустарник.1	подлесок, ельник, лес, бурьян, камыш
кустарник.2	человечек, мужичонка, мужичок, брюнет, шатен
лавка.1	лавочка, мастерская, фабрика, скамья, лавчонка
легкий.1	слабый, легчайший, тихий, негромкий, резкий
легкий.2	прохладный, нежный, свежий, неприятный, приятный
ли.1	различимо, удержался, умри, начавшись, слышно
ли.2	ль, лн, рассказать, напоминать, морочить
ли.3	поделать, выговорить, воскликнуть, выдохнуть, угомониться
ли.4	оказаться, быть, статься, находиться, пострадать
ли.5	же, именно, б, , что
лилия.1	роза, звезда, орхидея, гвоздика, цапля
линия.1	полоса, черточка, точка, полоска, складка
линия.2	станция, стратегия, черта, наводка, позиция
литература.1	культура, поэзия, интеллигенция, проза, наука
лихорадка.1	суматоха, суета, давка, бомбежка, кутерьма
лихорадка.2	горячка, малярия, депрессия, тошнота, рвота
лихорадка.3	роза, рыбка, клетка, медаль, змейка
личность.1	индивидуальность, сущность, реальность, натуру, ценность
личность.2	особа, натура, фигура, персона, вещь
лишение.1	унижение, оскорбление, стеснение, потрясение, разочарование
лишение.2	водительские, авторские, имущественные, гражданские, исключительные
лишение.3	лишением, ограничение, лишили, лишению, ущемление
лишение.4	удостоенный, вручение, присуждение, удостоенного, удостоена
логика.1	интуиция, арифметика, психология, красота, закономерность
логика.2	наблюдательность, вежливость, солидарность, порядочность, расчетливость
лодка.1	шлюпка, яхта, лодочка, ладья, моторка
лопух.1	идиот, болван, кретин, дурак, придурок
лопух.2	подорожник, одуванчик, папоротник, чистотел, огурец
лук.1	арбалет, меч, автомат, посох, винтовку
лук.2	чеснок, морковь, картофель, сельдерей, петрушку
луна.1	звезда, Луна, заря, радуга, звездочка
любовь.1	страсть, привязанность, ненависть, нежность, жалость
маг.1	волшебник, воин, колдун, чародей, эльф
магия.1	метка, смородина, кошка, дыра, пантера
магия.2	сила, волшба, техника, стихия, химия
мама.1	мать, бабушка, жена, сестра, подруга
мама.2	она, Наташа, Катя, Маша, Лена
масса.1	причина, цель, задача, функция, тема
масса.2	куча, уйма, множество, прорва, много
масса.3	бездна, субстанция, толпа, кашица, громада
мастерство.1	искусство, дарование, мужество, ремесло, чутье
масштаб.1	размах, размер, смысл, трагизм, объем
масштаб.2	скорость, громкость, амплитуду, яркость, дозу
масштаб.3	масштабы, масштабность, размеры, грандиозность, важность
математик.1	ученый, физик, философ, писатель, поэт
материал.1	инструмент, объект, документ, опыт, экспонат
материя.1	субстанция, ткань, оболочка, бумага, пленка
материя.2	природа, энергия, Вселенная, вселенная, сила
мать.1	мама, жена, бабушка, сестра, подруга
мать.2	маму, сестру, жену, бабушку, подругу
машина.1	карета, повозка, коляска, двуколка, телега
мебель.1	обувь, одежду, технику, аппаратуру, еду
мебель.2	утварь, одежда, посуда, кровать, кушетка
мебель.3	трость, софу, кушетку, посуду, скамью
мебель.4	стулья, столы, акценты, фишки, ноги
мед.1	сахар, сметану, соль, желатин, майонез
мед.2	нектар, уксус, кефир, сироп, воск
медицина.1	наука, психиатрия, цивилизация, психология, техника
мелочь.1	деталь, ерунда, дребедень, живность, подробность
мелочь.2	копейку, пылинку, минуту, черточку, песчинку
мелочь.3	монеты, медяки, наличность, сдачу, купюры
мелочь.4	ерунду, мелочевку, чепуху, белиберду, мелочовку
мероприятие.1	предприятие, событие, действо, учреждение, занятие
металл.1	камень, свинец, чугун, асфальт, воск
металл.2	клинок, кинжал, нож, скальпель, ствол
металл.3	колокольчик, гонг, трамвай, колокол, колокольчиком
метод.1	прием, подход, способ, термин, принцип
мех.1	ворс, ковер, шелк, пушок, мох
механизм.1	инструмент, процесс, принцип, прием, рефлекс
механизм.2	прибор, аппарат, агрегат, рычаг, крючок
механик.1	инженер, врач, лейтенант, офицер, артиллерист
меч.1	клинок, кинжал, нож, саблю, топор
минерал.1	камень, кристалл, металл, кварц, самоцвет
минерал.2	феномен, артефакт, документ, экспонат, материал
млекопитающее.1	животное, существо, насекомое, пресмыкающееся, растение
мозг.1	плавник, позвоночник, сустав, хрящ, позвонок
мозг.2	разум, организм, ум, рассудок, муж
мозг.3	убор, болью, боли, дозор, обтекатель
мозг.4	компьютер, двигатель, офис, процессор, коммуникатор
мозг.5	интеллект, череп, род, геном, скелет
мозг.6	мозги, слух, бицепс, извилины, зрение
молитва.1	трапеза, месса, мольба, вера, литургия
моллюск.1	спрут, зверь, червяк, гриб, червь
монгол.1	воин, мужчина, человек, казах, китаец
монета.1	монетка, серьга, купюра, корона, медаль
монета.2	колония, валюта, культура, буржуазия, нация
мотив.1	мотивчик, сюжет, аргумент, повод, напев
мотоцикл.1	автомобиль, джип, грузовик, машину, велосипед
мошка.1	мошкара, муха, бабочка, оса, букашка
мощь.1	силу, сила, энергию, мощность, жестокость
мощь.2	выправка, подготовка, доктрина, выучка, разведка
муж.1	отец, супруг, брат, жених, приятель
мужчина.1	мужик, парень, брюнет, блондин, крепыш
музыка.1	улыбка, тишина, истома, теплота, насмешка
музыка.2	канонада, стрельба, пальба, сирена, ругань
музыка.3	мелодия, песня, песенка, музычка, колыбельная
музыка.4	гармошка, гитара, скрипка, флейта, гармонь
мука.1	пытка, каша, пустота, духота, агония
мука.2	крупа, лепешка, Мука, солома, сметана
мука.3	тоска, скука, печаль, грусть, боль
мускул.1	атом, винтик, изгиб, закоулок, стежок
мускул.2	дюйм, сантиметр, миллиметр, метр, вершок
мускул.3	мускулов, мышц, мускулатурой, мышце, мышцах
мускул.4	провод, канат, тросик, трос, шнур
мускул.5	нерв, кадык, бицепс, волосок, сустав
муха.1	оса, пчела, птица, мошка, бабочка
мысль.1	идею, догадку, гипотезу, тему, версию
мысль.2	идея, догадка, мыслишка, новость, фраза
мышца.1	артерия, клеточка, жилка, вена, косточка
мышца.2	кость, диафрагма, шея, спина, щека
мясо.1	сало, баранину, яйцо, ветчину, печенье
наблюдение.1	следить, наблюдать, присматривать, ухаживать, приглядывать
наблюдение.2	замечание, сравнение, умозаключение, исследование, соображение
наблюдение.3	слежение, слежку, расследование, борьбу, патрулирование
наблюдение.4	надзор, контроль, присмотр, уход, наблюдением
навык.1	опыт, рефлекс, инструмент, компонент, урок
награда.1	плата, премия, компенсация, пенсия, расплата
нападение.1	покушение, вторжение, атаку, наступление, посягательство
напасть.1	посягнуть, покуситься, наброситься, нападать, взойти
напиток.1	коктейль, чай, коньяк, ликер, кофе
народ.1	национализм, люд, язык, писатель, националист
насекомое.1	шипение, кудахтанье, бульканье, кваканье, хрюканье
насекомое.2	животное, существо, чудовище, пресмыкающееся, растение
наследственность.1	примета, погода, привычка, репутация, новость
наука.1	медицина, литература, психология, культура, цивилизация
нация.1	страна, армия, культура, держава, раса
начальник.1	Начальник, Начальника, Начальником, Начальнику, Сотрудник
начальник.2	преподаватель, выпускник, профессор, выпускником, аспирант
начальник.3	Генерального, генерального, Главного, КРО, ГРУ
начальник.4	Оперативного, Специального, убойного, Особого, контрразведывательного
начальник.5	начальником, шефом, сотрудником, начальницей, руководителем
начальник.6	замначальника, начальнику, шеф, руководитель, сотрудник
необходимость.1	надобность, нужда, целесообразность, реальность, неизбежность
необходимость.2	потребность, резь, уверенность, нужду, неуверенность
необходимость.3	требующие, требующих, требующим, требующий, требующая
необходимость.4	основе, ниве, путях, стадии, примере
несчастье.1	несчастие, счастье, неосторожность, бедствие, чудо
нетерпение.1	беспокойство, волнение, раздражение, отчаяние, любопытство
нога.1	рука, лодыжка, ступня, щека, коленка
нога.2	жена, мать, мама, дочь, совесть
нога.3	ножка, лопатка, туфля, фара, лыжа
нож.1	кинжал, меч, клинок, пистолет, топор
ножка.1	нога, ручка, фигурка, шейка, шея
номер.1	высоту, обороты, скорость, справочную, разбег
номер.2	обед, разговор, банкет, ужин, прием
номер.3	код, нумер, люкс, номерок, адрес
номер.4	номера, сотового, мобильного, спутникового, номером
норма.1	доза, ставка, процедура, форма, основа
нос.1	носик, лоб, подбородок, носы, переносицу
нос.2	клюв, форштевень, бушприт, киль, хоботок
нос.3	уздцы, дых, псевдонимом, присягой, микроскопом
ночью.1	вечером, утром, днем, поутру, вечеромъ
ночью.2	полночью, погоде, погодой, погоды, слякоти
ночью.3	зимой, осенью, весной, неделе, осени
ночью.4	дыре, расщелине, ложбине, яме, нише
ночью.5	депрессии, древности, задумчивости, печали, медитации
ночью.6	затемно, пораньше, спозаранку, спозаранок, рано
ночью.7	ночи, поре, вечеринке, инкарнации, ночкой
ночью.8	ночами, нагишом, босиком, вечерами, полночи
нрав.1	характер, норов, темперамент, лад, задор
нрав.2	тон, вид, смех, оскал, прищур
нрав.3	поступок, мальчишка, народец, зверь, юнец
обезьяна.1	крыса, кошка, тварь, свинья, скотина
оборудование.1	снаряжение, устройство, оснащение, вооружение, приспособление
образ.1	уклад, стиль, ритм, образъ, облик
образ.2	промысел, Дух, храм, Промысл, Промысел
обстановка.1	ситуация, атмосфера, конъюнктура, среда, погода
общество.1	государство, сообщество, правительство, законодательство, искусство
объединение.1	соединение, единство, сообщество, воссоединение, сплочение
одежда.1	рубашка, куртка, рубаха, футболка, туника
ожерелье.1	колье, кольцо, колечко, украшение, платье
ожерелье.2	браслет, пенсне, цепочку, бюстгальтер, бусы
ожог.1	ожоги, рану, ссадину, ранку, царапину
ожог.2	ушиб, жар, шок, озноб, дискомфорт
ожог.3	шрам, порез, синяк, рубец, кровоподтек
опасность.1	угрозу, угроза, ценность, трудность, беда
опасность.2	подвох, неладное, недоброе, усталость, фальшь
операция.1	акция, процедура, работа, поездка, экспедиция
опухоль.1	сотрясение, отек, рак, воспаление, опухоли
опухоль.2	припухлость, гематома, шишка, киста, язва
опухоль.3	шишку, гематому, бородавку, язву, вмятину
опухоль.4	аппендикс, почку, аппендицит, гланды, кисту
опыт.1	стаж, навык, вклад, потенциал, материал
орган.1	аппарат, чиновник, комитет, механизм, акт
организация.1	структура, программа, группировка, идеология, пропаганда
орден.1	колледж, сан, постриг, турнир, чин
орден.2	орденом, орденами, Орденом, Орденами, медалью
орден.3	Орден, монастырь, костел, собор, аббатство
орден.4	медаль, приз, премию, награду, Медаль
орден.5	крест, Крест, доспех, клобук, шлем
орудие.1	орудия, орудии, орудием, пушки, орудиях
орудие.2	ружье, пушку, винтовку, пистолет, пулемет
орудие.3	оружие, средство, вооружение, приспособление, оборудование
орудие.4	мотив, нераскрытые, соучастник, Орудие, соучастника
орудие.5	заказные, массовые, ритуальные, преднамеренного, серийные
оружие.1	орудие, снаряжение, вооружение, оборудование, лекарство
оружие.2	ружье, пистолет, револьвер, копье, пистолеты
отвращение.1	недоверие, презрение, омерзение, уважение, сострадание
отец.1	муж, дед, папа, брат, дедушка
отец.2	отче, старец, игумен, архимандрит, святой
открытие.1	событие, зрелище, известие, обстоятельство, изобретение
отношение.1	значение, влияние, впечатление, право, воздействие
отношение.2	касательство, пристрастие, обращение, уважение, презрение
отчаяние.1	изумление, бешенство, волнение, разочарование, нетерпение
офицер.1	сержант, лейтенант, полковник, майор, летчик
охота.1	облава, драка, битва, война, погоня
охота.2	захочется, хочется, хотца, хочу, вредно
охрана.1	сиделка, секретарша, медсестра, горничная, няня
охрана.2	стража, гвардия, защита, прислуга, свита
ощущение.1	чувство, предчувствие, зрелище, впечатление, видение
палец.1	пальчик, ладонь, руку, мизинец, перст
палочка.1	палка, трубочка, трубка, флейта, шкатулка
папа.1	Папа, император, понтифик, патриций, сенат
папа.2	отец, муж, дедушка, дед, брат
папа.3	святитель, святой, епископ, пресвитер, апостол
папоротник.1	сирень, черемуха, сакура, липа, вишня
папоротник.2	кустарник, вереск, шиповник, тростник, камыш
партия.1	идеология, фракция, пропаганда, оппозиция, революция
паук.1	жук, зверь, червяк, дракон, таракан
переживание.1	событие, потрясение, явление, ощущение, наслаждение
персонал.1	медперсонал, работник, коллектив, экипаж, эксперт
перстень.1	браслет, кулон, медальон, перстенек, обруч
пилот.1	летчик, разведчик, стрелок, боец, воин
пирог.1	торт, кекс, пудинг, пирожок, рулет
писатель.1	поэт, ученый, философ, историк, композитор
питание.1	освещение, кормление, образование, самочувствие, воспитание
питание.2	отопление, электропитание, электричество, зажигание, сигнализацию
пища.1	еда, закуска, жратва, диета, приправа
пища.2	похлебка, свинина, баранина, рыба, картошка
планета.1	страна, деревня, галактика, Галактика, вселенная
плащ.1	халат, пиджак, жакет, камзол, сюртук
плод.1	порождение, проекция, основа, следствие, вершина
плод.2	фрукт, персик, результат, продукт, помидор
поведение.1	предложение, времяпрепровождение, присутствие, предположение, объяснение
повреждение.1	ранение, сотрясение, увечье, препятствие, упущение
повреждение.2	повреждения, поломку, неполадки, неполадку, неисправность
погода.1	погодка, слышимость, обстановка, еда, новость
погода.2	осень, жара, теплынь, зима, морось
подвиг.1	преступление, проступок, ошибку, самоубийство, невозможное
подвиг.2	поступок, героизм, труд, энтузиазм, долг
подготовка.1	тяга, готовность, неподготовленность, апелляция, близость
подготовка.2	выучка, техника, тренировка, работа, закалка
поиск.1	поиски, полет, преследование, розыск, расследование
поиск.2	отыскание, выявление, добывание, получение, поиске
политик.1	бизнесмен, дипломат, писатель, журналист, полководец
политика.1	стратегия, экспансия, позиция, реформа, элита
полководец.1	военачальник, поэт, стратег, политик, воин
положение.1	состояние, положеніе, место, поведение, значение
попугай.1	дракон, голубь, скворец, ворон, кот
попугай.2	попугайчик, горошек, ковер, какаду, шарф
последствие.1	следствие, результат, продолжение, последствия, событие
пособие.1	жалованье, вознаграждение, жалование, вспомоществование, довольствие
пособие.2	зарплату, пенсию, проценты, стипендию, алименты
постройка.1	пристройка, башня, хижина, конструкция, башенка
поступок.1	проступок, подвиг, фарс, жест, розыгрыш
поступок.2	человек, юноша, эгоист, рыцарь, трус
посуда.1	ваза, утварь, чернильница, тарелка, ложечка
потребность.1	вовлеченность, активность, ценность, неполноценность, включенность
потребность.2	необходимость, уверенность, неуверенность, резь, нужду
походка.1	собранность, умиротворенность, самоуверенность, плавность, угловатость
походка.2	осанка, поступь, поза, грация, улыбка
поэт.1	писатель, художник, философ, композитор, ученый
правило.1	привилегию, неумение, нежелания, неумения, нежелание
правило.2	условие, требование, понятие, соображение, обстоятельство
правительство.1	посольство, государство, консульство, командование, руководство
правление.1	государство, правительство, общество, руководство, управление
правление.2	царствование, свите, жизнеописании, присутствии, эпоху
праздник.1	бал, пир, банкет, пикник, карнавал
предприятие.1	мероприятие, начинание, учреждение, путешествие, предпринимательство
препарат.1	наркотик, метод, стимулятор, антибиотик, яд
препятствие.1	затруднение, испытание, осложнение, неудобство, преимущество
пресмыкаться.1	преклоняться, унижаться, заискивать, предстать, склониться
преступность.1	пиратство, взяточничество, пьянство, инакомыслие, казнокрадство
преступность.2	культура, литература, оппозиция, политика, психология
преступность.3	банда, проститутка, шпана, шлюха, шваль
преступность.4	напряженность, неуверенность, сексуальность, влюбленность, панику
преступность.5	коррупцию, проституцию, безграмотность, анархию, безнравственность
преступность.6	проституция, коррупция, наркомания, торговля, анархия
преступность.7	безработица, смертность, рождаемость, инфляция, заболеваемость
прибор.1	аппарат, инструмент, компьютер, приемник, сканер
привычка.1	манера, примета, шутка, традиция, выучка
привычка.2	тяга, антипатия, нелюбовь, привязанность, склонность
привычка.3	приучена, вынуждена, склонна, настроена, обязана
привязанность.1	любовь, неприязнь, склонность, страсть, симпатию
прием.1	трюк, метод, маневр, приемчик, термин
прием.2	банкет, бал, пир, ужин, обед
призрак.1	монстр, демон, ангел, Призрак, маньяк
призрак.2	шепот, вопль, шепоток, рык, всхлип
призрак.3	мираж, силуэт, фантом, кошмар, сон
пример.1	противоположность, противовес, назидание, угоду, пику
пример.2	эпизод, отрывок, примеры, вариант, образчик
примета.1	поговорка, шутка, новость, привычка, наследственность
принадлежность.1	идентичность, солидарность, общность, рознь, обособленность
принадлежность.2	причастность, склонность, нетерпимость, предрасположенность, неприязнь
прическа.1	стрижка, одежда, поза, идея, походка
прическа.2	шляпка, челка, шевелюра, шляпа, бородка
причина.1	проблема, цель, трудность, задача, ошибка
проблема.1	трудность, задача, тема, загвоздка, дилемма
прогулка.1	поездка, пробежка, экскурсия, беседа, разминка
продажа.1	продажей, перепродажей, сбытом, скупкой, продавцом
продажа.2	распродажа, сделка, встреча, передача, кража
продажа.3	покупка, продажу, скупка, продажи, конфискация
продажа.4	Продажа, Покупка, Доставка, Приобретение, Опись
продукт.1	результат, товар, ресурс, плод, материал
продукция.1	работа, фирма, промышленность, индустрия, техника
проект.1	план, эксперимент, замысел, документ, характер
проекция.1	матрица, сфера, картинка, голограмма, плод
происхождение.1	предназначение, гражданство, общество, наречие, произношение
профессия.1	работа, специальность, вещь, штука, тема
профессор.1	историк, биолог, литературовед, реформатор, зоолог
профессор.2	прикладной, сравнительной, молекулярной, экспериментальной, неклассической
профессор.3	преподаватель, выпускник, доцент, ректор, профессора
профессор.4	Северус, Основы, Институт, Учебник, Преподаватель
процедура.1	операция, церемония, практика, сцена, история
процесс.1	феномен, характер, факт, цикл, метод
процесс.2	процессе, процессах, стадии, ходе, методах
пряность.1	приправа, асана, методика, процедура, тема
пряность.2	сладость, пикантность, прелесть, элегантность, привлекательность
пряность.3	пищу, руду, еду, пушнину, нефть
психотерапия.1	терапия, психология, философия, антропология, медицина
птица.1	птичка, бабочка, чайка, сова, птаха
пулемет.1	вязки, клади, гранатой, лебедкой, выделки
пулемет.2	автомат, гранатомет, миномет, арбалет, карабин
пулемет.3	пулемета, пулеметы, пулеметом, пулеметами, пулеметов
пулемет.4	мотор, мотоцикл, двигатель, проектор, насос
пулемет.5	танк, пулеметчик, бомбардировщик, бронепоезд, самолет
пункт.1	этап, пост, параграф, рубеж, модуль
путешествие.1	плавание, странствие, восхождение, приключение, плаванье
путешествие.2	поездку, прогулку, экскурсию, полет, поход
путь.1	стезю, пути, ниве, путях, алтарь
путь.2	дорогу, тропу, тропинку, дорожку, тропку
путь.3	маршрут, полет, спуск, доступ, перелет
путь.4	проход, проезд, коридор, фарватер, туннель
пушка.1	гаубица, винтовка, артиллерия, мортира, батарея
пушка.2	пушкой, пушки, пушек, пушками, пушке
работа.1	задача, профессия, работенка, миссия, игра
работник.1	сотрудник, специалист, руководитель, чиновник, функционер
работник.2	персонал, деятель, актив, центр, институт
рабочий.1	десятый, одиннадцатый, третий, пятый, девятый
рабочий.2	операционный, служебный, директорский, письменный, массажный
рабочий.3	правящий, господствующий, средний, креативный, привилегированный
рабочий.4	съемочный, завтрашний, выходной, Судный, базарный
разведка.1	контрразведка, авиация, армия, агентура, дипломатия
разговор.1	спор, диалог, рассказ, поединок, допрос
разговор.2	беседу, дискуссию, переговоры, игру, перепалку
размах.1	масштаб, резонанс, вес, успех, энтузиазм
размер.1	этаж, класс, ярус, год, километр
размер.2	увеличение, повышение, уменьшение, снижение, сокращение
размер.3	диаметр, вес, калибр, возраст, объем
размер.4	величина, сумма, толщину, величину, длину
размер.5	выплата, выплату, выплате, уплата, получение
разница.1	дистанция, проблема, различие, корреляция, разность
разум.1	ум, организм, интеллект, эгоизм, облик
разум.2	рассудок, сознание, самообладание, самоконтроль, равновесие
разум.3	мозг, отец, муж, собеседник, приятель
ракета.1	стрела, торпеда, граната, бомба, пуля
рана.1	травма, авария, ошибка, тайна, сцена
рана.2	схватка, бойня, сеча, резня, свалка
рана.3	болезнь, обида, контузия, депрессия, усталость
рана.4	ранка, царапина, ссадина, язва, пробоина
рана.5	лодыжка, нога, коленка, спина, шея
раса.1	цивилизация, нация, каста, страна, планета
растение.1	животное, дерево, существо, насекомое, вещество
растительность.1	поросль, зелень, трава, живность, флора
реакция.1	атака, позиция, разрядка, тактика, предосторожность
ребенок.1	малыш, мальчик, младенец, мальчишка, щенок
ребенок.2	сын, пациент, муж, клиент, внук
революция.1	литература, война, Революция, культура, катастрофа
результат.1	эффект, продукт, следствие, успех, ответ
река.1	речка, речушка, вода, Темза, Нева
религия.1	вера, культура, мифология, традиция, философия
ремесло.1	искусство, занятие, мастерство, дело, призвание
рептилия.1	тварь, ящерица, змея, птица, обезьяна
репутация.1	жена, мать, подруга, сестра, невеста
репутация.2	карьера, семья, примета, слава, погода
родственник.1	рейс, космос, бомбардировщик, Восток, заброс
родственник.2	родич, племянник, сосед, брат, предок
родственник.3	холостяк, вельможа, крестьянин, сановник, помещик
родственник.4	гастроном, бархан, супермаркет, лесок, райцентр
рожа.1	морда, физиономия, харя, образина, мордочка
роза.1	лилия, орхидея, гвоздика, звезда, лента
рост.1	забор, сугроб, холм, постамент, утес
рост.2	спад, прирост, подъем, взлет, упадок
рост.3	снижение, увеличение, повышение, сокращение, уменьшение
рубашка.1	рубаха, сорочка, блузка, футболка, майка
руда.1	пластина, монета, проволока, пластинка, дорога
ружье.1	винтовку, автомат, оружие, пистолет, карабин
рука.1	жена, спутница, собеседница, противница, подруга
рука.2	нога, щека, ступня, лапа, ладонь
руководитель.1	сотрудник, начальник, глава, директор, руководителю
руководитель.2	Руководитель, Начальник, Сотрудник, Руководителем, Начальнику
ручка.1	рукоятка, ножка, ладошка, фигурка, авторучка
рыба.1	рыбка, рыбина, щука, рыбешка, птица
рыба.2	говядина, свинина, баранина, курица, камбала
сад.1	пирог, сок, компот, джем, ликер
сад.2	парк, садик, луг, двор, палисадник
салат.1	суп, омлет, паштет, пирог, салатик
самолет.1	автомобиль, поезд, автобус, грузовик, мотоцикл
самолет.2	вертолет, истребитель, корабль, аэроплан, бомбардировщик
самообладание.1	хладнокровие, спокойствие, терпение, мужество, здравомыслие
самообладание.2	равновесие, рассудок, сознание, бдительность, самообладания
свадьба.1	помолвка, встреча, коронация, вечеринка, сделка
свет.1	ночник, фонарь, фонарик, лампу, прожектор
свет.2	блик, луч, отсвет, отблеск, полусвет
свидетельство.1	свидетельства, сведения, данные, известия, справки
свидетельство.2	доказательство, подтверждение, представление, упоминание, уведомление
свобода.1	гармония, демократия, сила, анархия, автономия
свойство.1	качество, явление, событие, достоинство, обстоятельство
связь.1	переписка, дружба, договоренность, вражда, конфронтация
связь.2	радиосвязь, видеосвязь, трансляцию, сцепление, сигнализацию
связь.3	нить, цепь, ниточка, пуповина, привязь
связь.4	переписку, дружбу, беседу, торговлю, конфронтацию
связь.5	сходство, разницу, различие, соответствие, различия
связь.6	взаимосвязь, близость, зависимость, параллель, корреляция
связь.7	контакт, контакты, сношения, соприкосновение, отношения
священник.1	священнослужитель, монах, богослов, пастор, миссионер
сегодня.1	туда, обедать, дальше, ужинать, куда–нибудь
сегодня.2	сию, тотчас, сразу, тут, так
сегодня.3	нынче, завтра, вчера, однажды, воскресным
сегодня.4	прошлой, позапрошлой, минувшей, прошедшей, сегодняшней
сегодня.5	увидимся, проснешься, просыпаешься, просыпаюсь, просыпался
сегодня.6	сейчас, тогда, ведь, тоже, действительно
секира.1	сабля, палица, дубинка, стрела, булава
секс.1	трах, флирт, шопинг, поцелуй, характер
секс.2	пиар, интернет, гей, стрип, фитнес
секс.3	любовник, игрок, актер, специалист, стрелок
семья.1	жена, мать, сестра, дочь, мама
семья.2	страна, компания, команда, родня, деревня
семя.1	отродье, семечко, зерно, племя, зернышко
семя.2	сперму, лаву, желчь, рвоту, душу
серьга.1	сережка, заколка, диадема, булавка, люстра
сестра.1	мать, жена, дочь, подруга, мама
сила.1	мощь, грация, доброта, теплота, жестокость
сила.2	энергия, красота, субстанция, стихия, магия
симптом.1	симптомы, инфекционные, венерические, заразные, симптомом
симптом.2	признак, феномен, фактор, факт, эпизод
симптом.3	звоночек, звук, хрип, свист, треск
система.1	структура, программа, организация, реформа, схема
ситуация.1	обстановка, картина, история, конъюнктура, процедура
склад.1	складе, склады, складах, запас, закупку
склад.2	магазин, магазинчик, арсенал, погреб, сарай
скорость.1	обороты, темп, высоту, громкость, амплитуду
скорость.2	одежду, туфли, обувь, одеяло, маску
скука.1	тоска, усталость, печаль, тревога, апатия
слава.1	молва, репутация, примета, весть, красота
слава.2	Слава, Благодарение, Хвала, Молитесь, Молись
слава.3	посвященный, посвященные, посвященных, посвященная, подобно
слава.4	хвала, благодарение, молись, молитесь, молясь
слава.5	воля, благость, кара, милость, десница
славянин.1	еврей, англичанин, ариец, горожанин, воин
сладость.1	прелесть, нежность, радость, мягкость, теплоту
сладость.2	жидкость, мякоть, жижу, слюну, патоку
сладость.3	горечь, грусть, истому, слабость, печаль
слово.1	словечко, словцо, словосочетание, название, обещание
сложение.1	телосложение, тело, здоровье, тельце, сочетание
слой.1	пласт, покров, ярус, этаж, палеолит
слой.2	уровень, класс, предел, контекст, феномен
слуга.1	официант, лакей, дворецкий, раб, служитель
слуга.2	помазанник, агнец, Слуга, Агнец, глас
слуга.3	сын, муж, избранник, приятель, супруг
служба.1	месса, операция, трапеза, учеба, литургия
служба.2	техника, миссия, организация, база, дисциплина
служить.1	послужить, являться, помогать, принадлежать, помочь
слух.1	нюх, зрение, обоняние, память, извилины
слух.2	слушок, молву, сплетню, дезинформацию, клевету
слух.3	миф, рассказ, тезис, сюжет, билль
слух.4	мускулы, мышцы, бицепс, бицепсы, ягодицы
слух.5	весть, молва, известие, повсюду, информация
слух.6	шепоток, сквознячок, шепот, звук, намек
слух.7	газ, ток, секундомер, автопилот, микрофон
слух.8	аппендицит, артрит, бронхит, ревматизм, геморрой
слух.9	сыр, глотки, ростбиф, колбасу, хлеб
слух.10	стилист, критик, любовник, тактик, эстет
случай.1	предотвращение, грани, преодоление, подготовку, месте
случай.2	эпизод, пожарный, инцидент, казус, факт
смерть.1	гибель, кончину, погибель, кончина, казнь
смех.1	всхлипывания, всхлипы, смешки, стоны, аплодисменты
смех.2	хохот, смешок, крик, стон, кашель
смех.3	рыдания, зевоту, раздражение, тошноту, улыбку
смола.1	лава, вода, пена, слюна, кровь
снаряд.1	дивизион, полк, батальон, взвод, артполк
снаряд.2	болт, заряд, дротик, фугас, выстрел
снаряд.3	самолет, метеорит, истребитель, бомбардировщик, метеор
снаряжение.1	амуницию, чемоданы, рюкзаки, поклажу, экипировку
снаряжение.2	оборудование, обмундирование, оружие, имущество, вооружение
собака.1	собачонка, кошка, псина, дворняжка, дворняга
собрание.1	Собрание, ополчение, достояние, вече, сословие
собрание.2	совещание, заседание, мероприятие, празднество, голосование
событие.1	происшествие, открытие, явление, обстоятельство, зрелище
совесть.1	сознательность, мораль, порядочность, добродетель, нравственность
совесть.2	душа, интуиция, жена, мать, репутация
совесть.3	ностальгия, ревность, гордость, тревога, стыд
совесть.4	бессонница, жажда, изжога, подагра, одышка
советник.1	помощник, секретарь, консультант, Советник, камергер
советник.2	совет, агент, министр, чиновник, асессор
соединение.1	подразделение, слияние, взаимодействие, единение, объединение
создание.1	существо, созданье, животное, дитя, насекомое
создание.2	формирование, введение, разработку, поддержание, изготовление
сон.1	кошмар, полусон, транс, отдых, покой
сон.2	дрему, дремоту, сонливость, полудрему, дурноту
сооружение.1	строение, здание, существо, зрелище, приспособление
состязание.1	пари, поединок, турнир, битву, гонку
состязание.2	соревнование, сражение, единоборство, соперничество, празднество
сосуд.1	кувшин, флакон, кубок, горшок, пузырек
соус.1	суп, сироп, маринад, бульон, отвар
сочетание.1	зрелище, совпадение, сравнение, явление, соседство
специалист.1	эксперт, спец, профессионал, консультант, юрист
специя.1	приправа, пряность, тема, асана, пища
спорт.1	учебу, поэзию, журналистику, юриспруденцию, медицину
